	date	sentence
562	(3, 24, 2020)	Lyon: arrêté en raison d'une suspicion de coronavirus, le trafic des métros et funiculaires reprend
563	(3, 24, 2020)	16 morts et 81 cas de coronavirus: la situation s'aggrave dans un Ehpad parisien
564	(3, 24, 2020)	Zep, Jul, Sattouf... les auteurs de BD rendent hommage à Uderzo
565	(3, 24, 2020)	Coronavirus: la collecte du tri sélectif perturbée dans plusieurs communes de la métropole de Lyon
566	(3, 24, 2020)	Coronavirus: plus de 16.000 masques non conformes saisis dans une pharmacie à Paris
567	(3, 24, 2020)	Coronavirus: une collecte de dons pour aider les Hospices Civils de Lyon
568	(3, 24, 2020)	Coronavirus: les marchés extérieurs maintenus ce mardi à Lille
569	(3, 24, 2020)	Coronavirus: un camp de migrants évacué à Aubervilliers
570	(3, 24, 2020)	Coronavirus: Emmanuel Macron va installer un Comité de chercheurs à l'Elysée
571	(3, 24, 2020)	Pourquoi les cloches de toutes les églises de France sonneront ce mercredi à 19h30
572	(3, 24, 2020)	Coronavirus: la France est officiellement en état d'urgence sanitaire
573	(3, 23, 2020)	Auvergne-Rhône-Alpes: les cars et TER désormais gratuits pour les personnels de santé
574	(3, 23, 2020)	Coronavirus: le Royaume-Uni décrète un confinement national d'au moins 3 semaines
575	(3, 23, 2020)	Le département du Rhône commande 160.000 masques pour venir en aide aux soignants
576	(3, 23, 2020)	Coronavirus: Macron et Xi souhaitent la tenue d'un G20 extraordinaire
577	(3, 23, 2020)	Résultat Loto: le tirage du lundi 23 mars 2020
578	(3, 23, 2020)	Coronavirus: 491 cas confirmés dans le Rhône, soit 110 de plus en 24 heures
579	(3, 23, 2020)	Coronavirus: inquiétudes d'associations sur la pratique des IVG pendant l'épidémie
580	(3, 23, 2020)	"Mort de 20 résidents d'un Ehpad des Vosges, ""en lien possible avec le coronavirus"""
581	(3, 23, 2020)	Coronavirus: la barre des 1000 cas franchie dans les Hauts-de-France
582	(3, 23, 2020)	Coronavirus: deux autres médecins sont morts dans l'Est de la France
583	(3, 23, 2020)	Coronavirus: l'OMS condamne l'usage de médicaments sans preuve de leur efficacité
584	(3, 23, 2020)	Italie: une patiente âgée de 95 ans guérit du coronavirus
585	(3, 23, 2020)	L’école à la maison entre patience et culpabilité
586	(3, 23, 2020)	Coronavirus: Total offre des bons d'essence aux soignants
587	(3, 23, 2020)	Coronavirus: le CHU de Lille dément un faux message autour d'un pic épidémique
588	(3, 23, 2020)	Nord: 850 masques de protection saisis chez un épicier qui les vendait illégalement
589	(3, 23, 2020)	Coronavirus: l'Espagne passe la barre des 2000 morts, 462 de plus en 24 heures
590	(3, 23, 2020)	Lyon: les Nuits sonores reportées au mois de juillet
591	(3, 23, 2020)	L'accès aux rives de Seine, au Champ de Mars et aux Invalides interdit jusqu'à la fin du confinement
592	(3, 23, 2020)	Coronavirus: un pharmacien lyonnais récidive dans la vente illégale de masques
593	(3, 23, 2020)	Coronavirus: l'aéroport de Lille à l'arrêt, les vols commerciaux suspendus
594	(3, 23, 2020)	Coronavirus: Renault veut mettre des voitures à disposition des soignants
595	(3, 23, 2020)	Coronavirus: Trump annonce des hôpitaux de campagne dans les États les plus touchés
596	(3, 23, 2020)	"Du froid, des gelées et de la neige: Météo France met en garde contre un ""épisode hivernal tardif"""
597	(3, 20, 2020)	Coronavirus: PSA et Renault ont fait don de leurs stocks de masques
598	(3, 20, 2020)	La Corée du Nord a tiré deux missiles balistiques de courte portée
599	(3, 20, 2020)	Nord: un maire retrouve 30.000 masques dans le grenier de la mairie
600	(3, 20, 2020)	Résultat Euromillions: le tirage du vendredi 20 mars 2020
601	(3, 20, 2020)	Coronavirus: l'Italie restreint les activités en plein air
602	(3, 20, 2020)	Coronavirus: un maire réunit son conseil municipal contre la consigne du gouvernement
603	(3, 20, 2020)	345 soignants de l’AP-HP testés positifs au coronavirus
604	(3, 20, 2020)	Coronavirus: avec 627 morts en un jour, l'Italie dépasse la barre des 4000 victimes
605	(3, 20, 2020)	Coronavirus: pendant le confinement, le 3919 ne répond plus
606	(3, 20, 2020)	48 cas de coronavirus et 5 morts: situation très préoccupante au sein d'un Ehpad parisien
607	(3, 20, 2020)	Coronavirus: en Pologne, de la vodka confisquée servira de désinfectant
608	(3, 20, 2020)	Coronavirus: commerces, SDF, maraudes... de nouvelles mesures à Lille
609	(3, 20, 2020)	Coronavirus: les pompiers réclament des masques en urgence
610	(3, 20, 2020)	Confinement: des premières gardes à vue dans le Pas-de-Calais
611	(3, 20, 2020)	Coronavirus: l'Espagne passe la barre des 1000 morts
612	(3, 20, 2020)	Coronavirus: aux Etats-Unis, 4 membres d'une même famille succombent en quelques jours
613	(3, 20, 2020)	Coronavirus: Valérie Pécresse demande que les polices municipales puissent verbaliser
614	(3, 20, 2020)	Coronavirus: Belloubet ouvre la voie à la libération de détenus malades ou en fin de peine
615	(3, 20, 2020)	"Confinement: premières gardes à vue pour ""mise en danger de la vie d'autrui"" en Seine-Saint-Denis"
616	(3, 20, 2020)	Coronavirus: les Restos du coeur ont besoin de nouveaux bénévoles
617	(3, 20, 2020)	Coronavirus: la Californie placée en confinement
618	(3, 20, 2020)	Coronavirus: Le Drian veut rapatrier les 130.000 Français encore bloqués à l’étranger
619	(3, 20, 2020)	Coronavirus: 18.000 verbalisations en France depuis le début du confinement
620	(3, 20, 2020)	Coronavirus: la Citadelle de Lille fermée pour faire respecter le confinement
621	(3, 20, 2020)	"Coronavirus: le seuil des 10.000 morts franchi, l'ONU s'inquiète de ""millions"" de vies en jeu"
622	(3, 20, 2020)	Coronavirus: le Sénat adopte le projet de loi sur l'état d'urgence sanitaire
623	(3, 22, 2020)	"Coronavirus: les Hôpitaux de Paris ne sont ""pas à saturation"""
624	(3, 22, 2020)	Confinement: à Mulhouse, un couvre-feu de 21 heures à 6 heures
625	(3, 22, 2020)	Coronavirus: l'ARS dénombre 1431 cas et 72 décès en Auvergne-Rhône-Alpes
626	(3, 22, 2020)	"Coronavirus: ""Pas de formes graves chez les moins de 20 ans"", selon un virologue"
627	(3, 22, 2020)	"L'Inserm lance ""un essai clinique européen"" pour évaluer quatre traitements, dont la chloroquine"
628	(3, 22, 2020)	Coronavirus: un total de 91.824 infractions pour non-respect du confinement
629	(3, 22, 2020)	"Jean-Michel Blanquer vise une reprise de l'école le 4 mai, d'après le ""scénario privilégié"""
630	(3, 22, 2020)	Coronavirus: le Parlement adopte le projet de loi d'urgence sanitaire
631	(3, 22, 2020)	Allemagne: Angela Merkel, en contact avec un médecin testé positif, se met en quarantaine
632	(3, 22, 2020)	"La secrétaire d'État à l'Écologie Emmanuelle Wargon ""diagnostiquée positive"" au coronavirus"
633	(3, 22, 2020)	Coronavirus: l'Italie enregistre 651 morts en 24 heures
634	(3, 22, 2020)	Confinement: mutinerie à la prison de Longuenesse, dans le Pas-de-Calais
635	(3, 22, 2020)	Coronavirus: un accord trouvé entre députés et sénateurs sur le projet d'urgence
636	(3, 22, 2020)	Confinement: un policier tire sur un automobiliste qui lui fonce dessus à Cagnes-sur-Mer
637	(3, 22, 2020)	Coronavirus: la CGT déplore la mort d'un agent de sécurité dans un centre-commercial
638	(3, 22, 2020)	Coronavirus: Emirates interrompra tous ses vols commerciaux lundi
639	(3, 22, 2020)	"Coronavirus: Mélenchon souhaite que ""le monde d'après commence maintenant"""
640	(3, 22, 2020)	Coronavirus: les autorités tchèques accusées d'avoir détourné des masques destinés à l'Italie
641	(3, 22, 2020)	Coronavirus: l'Espagne enregistre 394 morts en 24 heures
642	(3, 22, 2020)	Pénurie de matériel: l'hôpital Saint-Joseph Saint-Luc de Lyon lance un appel aux dons
643	(3, 22, 2020)	Coronavirus: Estrosi annonce que le CHU de Nice va proposer un protocole sur la chloroquine
644	(3, 22, 2020)	Dunkerque: après un appel aux dons, la Ville récupère plus de 80.000 masques
645	(3, 22, 2020)	"Pénurie de masques: ""Il y aura des comptes à rendre"" selon le Dr Hamon"
646	(3, 22, 2020)	Arras, Colombes, Nice...: ces communes qui ont instauré un couvre-feu
647	(3, 22, 2020)	Coronavirus: l'air est plus pur dans les pays confinés
648	(3, 22, 2020)	Notre-Dame de Paris: à l'arrêt, le chantier a été la cible de voleurs de pierres
649	(3, 21, 2020)	"""C'est une guerre. Elle va durer"": les confidences d'Emmanuel Macron sur la suite de l'épidémie de coronavirus"
650	(3, 21, 2020)	Coronavirus: la Lombardie, très touchée par la pandémie, prend de nouvelles mesures restrictives
651	(3, 21, 2020)	Coronavirus: 856 cas confirmés dans les Hauts-de-France
652	(3, 21, 2020)	Coronavirus: le préfet des Alpes-Maritimes instaure un couvre-feu à 22h00 dans tout le département
653	(3, 21, 2020)	Coronavirus: l'Assemblée vote l'article clé sur l'état d'urgence sanitaire
654	(3, 21, 2020)	Coronavirus: Disney+ reporte son lancement en France à la demande du gouvernement
655	(3, 21, 2020)	Coronavirus : l'Allemagne va s'autoriser à s'endetter 
656	(3, 21, 2020)	Confinement: la centrale nucléaire de Bugey diminue l'activité de son réacteur n°4
657	(3, 21, 2020)	Valenciennois: pour limiter les contacts, les transports deviennent gratuits le temps du confinement
658	(3, 21, 2020)	Confinement: 38.994 verbalisations depuis mardi
659	(3, 21, 2020)	En hommage aux soignants, la Tour Eiffel scintille deux fois plus longtemps à 20h
660	(3, 21, 2020)	Cinq premiers cas de coronavirus confirmés au Centre hospitalier de Calais
661	(3, 21, 2020)	Coronavirus: l'Allemagne est prête à accueillir des malades français
662	(3, 21, 2020)	Coronavirus: un grossiste en masques et gels victime d'une arnaque à 6 millions d'euros
663	(3, 21, 2020)	Lyon: la liste des espaces publics désormais interdits d'accès
664	(3, 21, 2020)	Coronavirus: les Français plus que jamais appelés à rester chez eux ce week-end
665	(3, 21, 2020)	Lille: un chef d'entreprise retrouve 1600 masques FFP2 et les livre à l'hôpital
666	(3, 21, 2020)	En plein confinement, il gagne 17 millions d'euros à l'Euromillions
667	(3, 21, 2020)	Coronavirus: tous les espaces naturels du Nord sont désormais fermés au public
668	(3, 21, 2020)	Coronavirus: la métropole de Lyon crée un fonds d'urgence pour les petites entreprises
669	(3, 19, 2020)	"Coronavirus: le Quai d'Orsay lance un ""service d'entraide"" pour Français bloqués à l'étranger"
670	(3, 19, 2020)	"Coronavirus: Marine Le Pen veut un ""couvre-feu"" à partir de 20h"
671	(3, 19, 2020)	Coronavirus: 267 cas recensés dans le Rhône, la barre des 1000 cas franchie dans la région
672	(3, 19, 2020)	Coronavirus: l'Unsa-RATP dénonce des situations à risque pour des agents
673	(3, 19, 2020)	Coronavirus: entre cas réels et cas détectés, l'épidémie avance masquée
674	(3, 19, 2020)	Lyon: des sans-abri verbalisés pour non-respect des mesures de confinement, la préfecture ouvre une enquête interne
675	(3, 19, 2020)	Coronavirus: les églises de la métropole lilloise sonneront leurs cloches en chœur chaque semaine
676	(3, 19, 2020)	Prison d'Argentan: une quinzaine de détenus montent sur le toit pour protester contre la levée des parloirs
677	(3, 19, 2020)	Avec 3405 morts, l'Italie dépasse la Chine pour le nombre de victimes
678	(3, 19, 2020)	Coronavirus: près de 640 passagers d'un bateau de croisière débarqués à Marseille
679	(3, 19, 2020)	Coronavirus: Philippe annonce le report des réunions de conseils municipaux pour élire les maires
680	(3, 19, 2020)	Coronavirus: 50% du trafic RATP assuré vendredi
681	(3, 19, 2020)	"Coronavirus: la Miviludes, organisme de lutte contre les dérives sectaires, s'inquiète de ""discours dangereux"""
682	(3, 19, 2020)	Coronavirus: deux fois plus sollicitée que d'habitude, la police demande de réserver le 17 aux urgences
683	(3, 19, 2020)	Les Etats-Unis approuvent un traitement antipaludéen contre le coronavirus
684	(3, 19, 2020)	Coronavirus: Macron annonce 5 milliards d'euros en plus sur 10 ans pour la recherche
685	(3, 19, 2020)	"Coronavirus: Macron déplore que trop de Français prennent ""à la légère"" les consignes de confinement"
686	(3, 19, 2020)	Coronavirus: Laurent Wauquiez suspend les chantiers régionaux en Auvergne-Rhône-Alpes
687	(3, 19, 2020)	Coronavirus: 767 morts en Espagne, + 30% en 24 heures
688	(3, 19, 2020)	Violences policières à Lyon: le Défenseur des droits saisi
689	(3, 19, 2020)	Coronavirus: le campement de migrants d'Aubervilliers évacué d'ici la semaine prochaine
690	(3, 19, 2020)	Coronavirus: Boiron va produire du gel hydro-alcoolique pour l'Établissement français du sang
691	(3, 19, 2020)	Paris: plus de 900 masques FFP2 saisis dans une parapharmacie qui les vendait illégalement
692	(3, 19, 2020)	Coronavirus: l'Italie songe à interdire toutes les activités de plein air durant le confinement
693	(3, 19, 2020)	Lyon: le Sytral s'engage à rembourser tous les abonnements TCL pendant le confinement
694	(3, 19, 2020)	"Lille: l'hôpital Calmette va devenir un hôpital ""covid-19"" pour isoler les malades"
695	(3, 19, 2020)	Coronavirus: les mesures de confinement prolongées au-delà du 3 avril en Italie
696	(3, 19, 2020)	Le second tour des municipales doit avoir lieu avant l'été, sinon l'élection devra être refaite
697	(3, 19, 2020)	Coronavirus: aucun nouveau cas local en Chine, une première depuis le début de l'épidémie
698	(3, 19, 2020)	L'OMS sonne l'alerte après un premier mort en Afrique subsaharienne
699	(3, 19, 2020)	Nord: au moins 200 salariés d'Amazon exercent leur droit de retrait
700	(3, 18, 2020)	Coronavirus en Auvergne-Rhône-Alpes: estimant manquer de moyens de protection, un syndicat de police exerce son droit de retrait
701	(3, 18, 2020)	Coronavirus: 53 nouveaux cas recensés dans les Hauts-de-France, 665 au total dans la région
702	(3, 18, 2020)	Coronavirus: 4.095 amendes pour non-respect du confinement
703	(3, 18, 2020)	Coronavirus: avec 26 cas à l’Assemblée nationale, les députés redoutent leur retour dans l'hémicycle
704	(3, 18, 2020)	Coronavirus: 39 nouveaux cas et un décès supplémentaire recensés ce mercredi dans le Rhône
705	(3, 18, 2020)	Coronavirus en France: 89 nouveaux morts en 24 heures, 921 patients en réanimation
706	(3, 18, 2020)	Coronavirus: la RATP prévoit de faire circuler 50% des métros, tramways et RER jeudi
707	(3, 18, 2020)	Italie: record de décès pour un pays sur un jour, avec 475 morts
708	(3, 18, 2020)	"Le patron de l'OMS qualifie le coronavirus d'""ennemi de l'humanité"""
709	(3, 18, 2020)	Belgique: mort du père d'Amélie Nothomb, victime du coronavirus
710	(3, 18, 2020)	Dunkerque: un appel aux entreprises en faveur des personnels soignants
711	(3, 18, 2020)	Coronavirus: l'accès aux berges du Rhône interdit à Lyon
712	(3, 18, 2020)	Coronavirus: les mariages ne sont plus célébrés pendant la période de confinement
713	(3, 18, 2020)	"Aux familles confinées, le pape préconise les ""câlins"""
714	(3, 18, 2020)	Comment aider la recherche sur le coronavirus
715	(3, 18, 2020)	"""Nous savons ce que nous vous devons"": Macron félicite le travail des soignants contre le coronavirus"
716	(3, 18, 2020)	Un TER percute trois agents SNCF près de Strasbourg: un mort et deux blessés
717	(3, 18, 2020)	Coronavirus: plus de 13.700 cas et 558 morts en Espagne
718	(3, 18, 2020)	Coronavirus: Emmanuel Macron en visite à l'hôpital Avicenne de Bobigny
719	(3, 18, 2020)	Confinement: 10.000 contrôles et 518 verbalisations à Paris et dans sa petite couronne
720	(3, 18, 2020)	"Coronavirus: les marchés ""où l'on voit des foules"" sont ""amenés à fermer"" annonce Olivier Véran"
721	(3, 18, 2020)	Coronavirus: Valérie Pécresse propose la mise à disposition de plus de 9000 lits d'internat en Ile-de-France
722	(3, 18, 2020)	"Coronavirus: Royal critique un gouvernement d'""amateurs"", Véran lui répond"
723	(3, 18, 2020)	Coronavirus: la SPA ferme ses refuges au public et redoute une vague d'abandons
724	(3, 18, 2020)	Coronavirus: l'amende pour non-respect du confinement passe à 135 euros
725	(3, 18, 2020)	Coronavirus: le Covid-19 peut survivre plusieurs heures à l'air libre, selon une étude
726	(3, 17, 2020)	Décès du prisonnier de Fresnes atteint du coronavirus
727	(3, 17, 2020)	Coronavirus: 181 cas recensés dans le Rhône, 706 dans la région
728	(3, 17, 2020)	"Se rendre à l’enterrement d’un ami? Édouard Philippe répond: ""c’est terrible mais nous devons dire non"""
729	(3, 17, 2020)	Mort de l'écrivain et militant russe Édouard Limonov
730	(3, 17, 2020)	Coronavirus: BlaBlaCar déconseille le covoiturage et suspend ses lignes de bus
731	(3, 17, 2020)	Coronavirus: 612 cas confirmés dans les Hauts-de-France ce mardi, 27 de plus que la veille
732	(3, 17, 2020)	Coronavirus: région la plus touchée, l'Île-de-France franchit la barre des 2000 cas confirmés
733	(3, 17, 2020)	Coronavirus: aux Etats-Unis, les Américains font la queue pour acheter des armes à feu
734	(3, 17, 2020)	Coronavirus: le bilan passe à 31.506 personnes contaminées et 2503 morts en Italie 
735	(3, 17, 2020)	"Coronavirus: le gouvernement n'envisage ""absolument pas"" l'emploi de l'article 16 de la constitution"
736	(3, 17, 2020)	Nord: des salariés de La Redoute refusent de prendre leur poste à cause du coronavirus
737	(3, 17, 2020)	Coronavirus: Thomas Pesquet donne ses conseils pour supporter le confinement
738	(3, 17, 2020)	Visites virtuelles, collections en ligne... les musées s'invitent chez vous pendant le confinement
739	(3, 17, 2020)	Coronavirus: une plateforme web à Lille pour organiser un réseau d'entraide entre habitants
740	(3, 17, 2020)	"Coronavirus: l'Assemblée nationale reprendra jeudi en ""format restreint"""
741	(3, 17, 2020)	Coronavirus: près de 2000 nouveaux cas et 182 morts en une journée en Espagne
742	(3, 17, 2020)	Les maires approuvent le choix de l'exécutif pour la suite des municipales
743	(3, 17, 2020)	"Confinement: les conseils municipaux pourront se réunir ""à huis clos"" pour élire leur maire"
744	(3, 17, 2020)	Coronavirus: que faire si vous ne pouvez pas imprimer l'attestation pour sortir durant le confinement?
745	(3, 17, 2020)	Coronavirus: peut-on être verbalisé dès le début du confinement en cas d'absence d'attestation? 
746	(3, 17, 2020)	Allocution d'Emmanuel Macron: 35,3 millions de téléspectateurs, record absolu
747	(3, 17, 2020)	"Coronavirus: les capacités de réanimation sont ""saturées"" dans le Haut-Rhin, alerte la préfète"
748	(3, 17, 2020)	"Coronavirus: des associations réclament des ""mesures urgentes"" pour protéger les migrants"
749	(3, 17, 2020)	Coronavirus: seulement 5 km de bouchons en Île-de-France à 8h30
750	(3, 17, 2020)	Coronavirus: suspension à la dernière minute de la primaire démocrate dans l'Ohio
751	(3, 17, 2020)	"Coronavirus: Donald Trump ""envisage"" la construction d'hôpitaux temporaires"
752	(3, 16, 2020)	Coronavirus: 585 cas recensés dans la région Hauts-de-France, 60 de plus que dimanche
753	(3, 16, 2020)	Coronavirus: l'Île-de-France est désormais la région la plus touchée du pays
754	(3, 16, 2020)	Coronavirus: 148 morts, soit 21 de plus qu'hier, 6633 cas recensés depuis le début de l'épidémie
755	(3, 16, 2020)	Coronavirus: les taxis et hôtels pourront être mobilisés pour les déplacements et repos des soignants
756	(3, 16, 2020)	"Comment ce graphiste a créé l'affiche ""Restez à la maison"""
757	(3, 16, 2020)	Municipales: Stanislas Guerini appelle les candidats LaREM à suspendre leur campagne
758	(3, 16, 2020)	Édouard Philippe propose aux chefs de partis de reporter le second tour des municipales au 21 juin
759	(3, 16, 2020)	Coronavirus: le chantier de Notre-Dame interrompu
760	(3, 16, 2020)	Coronavirus: la RATP réduit son offre mardi après une chute de la fréquentation
761	(3, 16, 2020)	Coronavirus: le box-office nord-américain au plus bas depuis 20 ans à cause de la pandémie
762	(3, 16, 2020)	Coronavirus: l'infographie qui résume l'intérêt du confinement pour limiter la propagation d'une épidémie
763	(3, 16, 2020)	Coronavirus: le procès Le Scouarnec repoussé à octobre
764	(3, 16, 2020)	Coronavirus: un employé du site PSA à Hordain contaminé
765	(3, 16, 2020)	Coronavirus: la préfecture de police de Paris suspend l'accueil du public
766	(3, 16, 2020)	Attentats du 13-Novembre: 20 personnes renvoyées en justice
767	(3, 16, 2020)	Espagne: près de 1000 cas supplémentaires de coronavirus en 24 heures
768	(3, 16, 2020)	L'ex-père Preynat condamné à cinq ans ferme pour agressions sexuelles
769	(3, 16, 2020)	Coronavirus: trois fois plus de cas importés en Chine qu'indigènes
770	(3, 16, 2020)	"Coronavirus en France: Salomon juge que la situation ""se détériore très vite"""
771	(3, 16, 2020)	Coronavirus: mort d'une patiente en Martinique, premier décès recensé en outre-mer
772	(3, 16, 2020)	Résultats municipales 2020 : Gilles Gascon (LR) élu dès le premier tour à Saint-Priest
773	(11, 11, 2020)	DIRECT VIDÉO - Coronavirus: Macron fait de nouvelles annonces, suivez notre édition spéciale
774	(3, 15, 2020)	Résultats des municipales 2020 à Caluire-et-Cuire: Philippe Cochet (LR) élu dès le premier tour
775	(3, 15, 2020)	Résultats municipales 2020 : Michèle Picard (PCF) arrive en tête à Vénissieux
776	(3, 15, 2020)	Robert Ménard (soutenu par le RN) réélu au premier tour à Béziers
777	(3, 15, 2020)	Résultats du 1er tour des municipales 2020 : Hélène Geoffroy (PS) en tête à Vaulx-en-Velin
778	(3, 15, 2020)	Résultats municipales 2020: à Villeneuve-D’Ascq, Gérard Caudron en tête 46,60% des voix
779	(3, 15, 2020)	Résultats municipales 2020 à Nanterre : [Prénom Nom candidat] arrive en tête avec [xx%] des voix
780	(3, 15, 2020)	Résultats des élections municipales: à Dunkerque, Patrice Vergriete élu au premier tour
781	(3, 15, 2020)	Résultats municipales 2020 à Boulogne-Billancourt: Pierre-Christophe Baguet (LR) élu au premier tour
782	(3, 15, 2020)	Résultats des municipales 2020 à Bron: Jean-Michel Longueval (Bron Naturellement) devance Jérémie Bréaud (LR)
783	(3, 15, 2020)	Municipales à Meaux: Jean-François Copé réélu au premier tour
784	(3, 15, 2020)	Municipales à Beaucaire: le maire sortant RN Julien Sanchez annonce sa réélection
785	(3, 15, 2020)	Municipales à Carpentras: le maire sortant (DVG) en tête
786	(3, 15, 2020)	Élections municipales: à Bordeaux, les écologistes au coude à coude avec le successeur d'Alain Juppé
787	(3, 15, 2020)	Municipales à Amiens: la maire sortante soutenue par LaREM arrive en tête
788	(3, 15, 2020)	"Municipales: les experts sondés ""sans doute mardi"" sur l'opportunité d'un second tour, affirme Véran"
789	(3, 15, 2020)	 Coronavirus: 127 morts et 5423 cas confirmés en France
790	(3, 15, 2020)	Élections municipales à Tourcoing: Gérald Darmanin, ministre des Comptes publics, élu au 1er tour
791	(3, 15, 2020)	Élections municipales: au Havre, Édouard Philippe arrive en tête 
792	(3, 15, 2020)	Municipales: le taux de participation à 17h dans le Nord est de 34,85%
793	(3, 15, 2020)	Municipales: le taux de participation à 17h à Paris est de 32,96%
794	(3, 15, 2020)	Municipales: le taux de participation à 17h dans le Pas-de-Calais est de 46,04%
795	(3, 15, 2020)	Élections municipales: le taux de participation dans le Rhône est de 35,37% à 17h
796	(3, 15, 2020)	Municipales: le taux de participation s'élève à 38,77% à 17h00, près de 16 points en moins qu'en 2014
797	(3, 15, 2020)	La chanteuse Rokia Traoré arrêtée en France à la demande de la justice belge
798	(3, 15, 2020)	Espagne: en 24 heures, 2000 cas de coronavirus et une centaine de morts
799	(3, 15, 2020)	Coronavirus: des mesures de prévention renforcées dans les transports en commun à Lyon
800	(3, 15, 2020)	Dunkerque: environ 250 carnavaleux se rassemblent malgré les interdictions
801	(3, 15, 2020)	Municipales: le taux de participation à midi dans le Rhône est de 16,60%
802	(3, 15, 2020)	Une deuxième infirmière de la prison de Fresnes testée positive au coronavirus
803	(3, 15, 2020)	Municipales: le taux de participation à midi à Paris est de 12,61%
804	(3, 15, 2020)	Élections municipales: participation en baisse dans le Nord et le Pas-de-Calais à midi
805	(3, 15, 2020)	Coronavirus: 376 nouveaux cas en Ile-de-France, un nombre total de 1240 personnes contaminées
806	(3, 15, 2020)	"Le coronavirus touchera ""probablement"" plus de la moitié des Français, selon Blanquer"
807	(3, 15, 2020)	Coronavirus: toutes les stations de ski ferment à partir de ce dimanche
808	(3, 15, 2020)	"""Un miracle"": tous les bureaux de vote ont ouvert ce dimanche à Paris, annonce Emmanuel Grégoire "
809	(3, 15, 2020)	Coronavirus: les célébrations de la semaine de Pâques sans fidèles
810	(3, 14, 2020)	"Attaque informatique ""massive"" à la mairie de Marseille et à la métropole"
811	(3, 14, 2020)	Coronavirus: 39 cas recensés dans le Nord, 8 dans le Pas-de-Calais
812	(3, 14, 2020)	Coronavirus: la Colombie expulse deux Français et deux Espagnols pour non respect de la quarantaine
813	(3, 14, 2020)	Coronavirus: BFMTV répond à vos questions
814	(3, 14, 2020)	L'Espagne impose une quarantaine quasi totale pour freiner le coronavirus
815	(3, 14, 2020)	Coronavirus: 123 cas recensés dans le Rhône, 8 de plus que vendredi
816	(3, 14, 2020)	Municipales: les Français appelés aux urnes dans un pays fermé par la pandémie
817	(3, 14, 2020)	Coronavirus: les messes du dimanche suspendues en Ile-de-France
818	(3, 14, 2020)	Coronavirus: au moins trois nouveaux cas à l'Assemblée
819	(3, 14, 2020)	Coronavirus: Disneyland Paris finalement fermé dès ce samedi
820	(3, 14, 2020)	Coronavirus: la secrétaire d'Etat Brune Poirson testée positive
821	(3, 14, 2020)	Une sénatrice de Lozère contaminée au coronavirus, une de ses collègues demande la fermeture du Sénat
822	(3, 14, 2020)	Un premier cas de coronavirus à Mayotte
823	(3, 14, 2020)	Le conflit en Syrie a tué 384.000 personnes en neuf ans
824	(3, 14, 2020)	Un détenu de Fresnes positif au coronavirus, une première en prison 
825	(3, 14, 2020)	Coronavirus: réduction de la fréquence des transports en commun de la région lilloise
826	(3, 14, 2020)	Coronavirus: 1500 nouveaux cas recensés en Espagne en 24 heures, 5700 cas au total dans le pays
827	(3, 14, 2020)	Coronavirus: Justin Trudeau, un Premier ministre qui dirige le Canada en télétravail
828	(3, 14, 2020)	Le département du Pas-de-Calais toujours placé en vigilance orange crue-inondation
829	(3, 14, 2020)	Lille: une femme dans un état grave après l'incendie de son studio
830	(3, 14, 2020)	"Y a-t-il des ""super-contaminateurs"", capables de contaminer plus de personnes que la moyenne"
831	(3, 14, 2020)	Coronavirus: 250 nouveaux cas en Île-de-France, un nombre total de 876 personnes contaminées
832	(3, 14, 2020)	En pleine conférence de presse sur le coronavirus, Trump serre des mains
833	(3, 14, 2020)	Coronavirus: annulation de l'hommage national aux victimes de Christchurch
834	(3, 13, 2020)	Coronavirus : la compagnie aérienne KLM va supprimer jusqu'à 2.000 emplois
835	(3, 13, 2020)	"Coronavirus: ""les fonctions essentielles du service public seront assurées"" à Lyon assure Collomb"
836	(3, 13, 2020)	Coronavirus: 416 cas et 10 morts recensés ce vendredi dans la région Auvergne-Rhône-Alpes
837	(3, 13, 2020)	Coronavirus: les structures d'accueil de moins de 10 enfants restent maintenues
838	(3, 13, 2020)	"Coronavirus: ""comprendre la crise"" sur BFM Business"
839	(3, 13, 2020)	Coronavirus: la Tour Eiffel fermée jusqu'à nouvel ordre
840	(3, 13, 2020)	Coronavirus: le Louvre ferme ses portes, les musées appelés à limiter leur activité
841	(3, 13, 2020)	"""Nous avons besoin d'aide pour l'organisation des bureaux de vote"": la mairie de Paris lance un appel aux volontaires"
842	(3, 13, 2020)	Incendie dans une usine Seveso d'agrocarburants près de Rouen
843	(3, 13, 2020)	"Municipales: Philippe convaincu de pouvoir organiser le second tour ""dans de bonnes conditions"""
844	(3, 13, 2020)	Coronavirus: examens et concours universitaires seront maintenus sous conditions
845	(3, 13, 2020)	Coronavirus: les TCL réduisent la fréquence des bus, trams et métros à Lyon
846	(3, 13, 2020)	Coronavirus: Philippe annonce l'interdiction des rassemblements de plus de 100 personnes
847	(3, 13, 2020)	Coronavirus: tous les équipements municipaux fermés dès lundi à Boulogne-Billancourt
848	(3, 13, 2020)	Coronavirus: le Népal interdit d'accès les touristes sur l'Everest
849	(3, 13, 2020)	Lille: trois médecins de l'hôpital Jeanne-de-Flandre positifs au coronavirus
850	(3, 13, 2020)	Élections municipales à Lyon: Etienne Blanc en tête devant Grégory Doucet, selon un sondage
